(218,183)
(218,184)
(218,185)
(218,186)
(219,183)
(219,186)
(220,183)
(220,186)
(221,183)
(221,186)
(222,183)
(222,186)
(223,183)
(223,186)
(224,183)
(224,186)
(225,183)
(225,186)
(226,183)
(226,186)
(227,183)
(227,186)
(228,183)
(228,186)
(229,183)
(229,186)
(230,183)
(230,186)
(231,183)
(231,186)
(232,183)
(232,186)
(233,183)
(233,186)
(234,183)
(234,186)
(235,183)
(235,186)
(236,183)
(236,186)
(237,183)
(237,186)
(238,183)
(238,186)
(239,183)
(239,184)
(239,185)
(239,186)
